ID,Name,Genes,Length
71985,multivesicular body sorting pathway,CHMP1A;CHMP1B;CHMP2A;CHMP2B;CHMP3;CHMP4A;CHMP4B;CHMP4C;CHMP5;CHMP6;CHMP7;EXPH5;LAPTM4B;LEPROT;LEPROTL1;LYST;MITD1;MVB12A;RAB27A;RAB27B;RILP;SNF8;SORT1;STAM;SYTL4;TMEM50A;TMEM50B;UBXN6;UVRAG;VCP;VPS25;VPS28;VPS36;VPS37A;VPS37B;VPS37C;VPS37D;VPS4B;VTA1,39
72006,nephron development,ACAT1;ACTA2;ADAMTS16;AHI1;ANGPT1;ANGPT2;AQP11;ASXL1;BASP1;BCL2;BMP2;BMP4;BMP7;CALB1;CD34;CITED1;COL4A3;COL4A4;CTNNB1;CTNNBIP1;DCHS1;DLG1;DLL1;EGR1;ENPEP;EYA1;FAT4;FGF1;FGF2;FGF8;FMN1;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDNF;GLI3;GPC3;GPR4;GREB1L;GREM1;GZF1;HES1;HES5;HEYL;HNF1B;HOXA11;HOXD11;ILK;IQGAP1;IRX1;IRX3;ITGA3;JAG1;KIF26B;KIRREL3;KLF15;KLHL3;LAMA5;LAMB2;LGR4;LHX1;LZTS2;MAGI2;MEF2C;MPV17;MTSS1;MYC;MYO1E;NID1;NOG;NOTCH1;NOTCH2;NOTCH3;NPHS1;NPHS2;NPNT;NUP107;NUP133;NUP160;NUP85;OSR1;PAX2;PAX8;PBX1;PDGFB;PDGFRA;PDGFRB;PGF;PKD1;PKD2;PLCE1;PODXL;POU3F3;PROM1;PTCH1;PTPRO;SALL1;SEC61A1;SHH;SIX1;SIX2;SMAD4;SMO;SOX8;SOX9;SULF1;SULF2;TACSTD2;TCF21;TEK;TFAP2B;UMOD;VANGL2;WNK4;WNT1;WNT11;WNT4;WNT6;WNT7B;WNT9B;WT1;WWTR1,124
72010,glomerular epithelium development,ASXL1;BASP1;BMP4;CD34;FOXC1;FOXC2;FOXJ1;IQGAP1;JAG1;KLF15;LAMB2;MAGI2;MYO1E;NOTCH2;NPHS1;NPHS2;PODXL;PROM1;PTPRO;WT1,20
72012,glomerulus vasculature development,ACTA2;ANGPT1;ANGPT2;BMP4;CD34;EGR1;FOXC2;GPR4;HES1;NOTCH1;NOTCH2;NOTCH3;OSR1;PDGFB;PDGFRA;PDGFRB;TCF21;TEK,18
72015,glomerular visceral epithelial cell development,ASXL1;BMP4;IQGAP1;JAG1;LAMB2;MAGI2;MYO1E;NOTCH2;NPHS1;NPHS2;PODXL,11
72017,distal tubule development,CALB1;JAG1;KLHL3;NOTCH1;PAX2;PAX8;PKD1;PKD2;POU3F3;TFAP2B;UMOD;WNK4,12
72028,nephron morphogenesis,ADAMTS16;AHI1;BCL2;BMP2;BMP4;CITED1;CTNNB1;CTNNBIP1;DCHS1;DLG1;EYA1;FAT4;FGF1;FGF2;FGF8;FMN1;FOXD1;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;GZF1;HES1;HES5;HNF1B;HOXA11;HOXD11;ILK;IRX1;IRX3;KIF26B;KLHL3;LAMA5;LGR4;LHX1;LZTS2;MYC;NOG;NPNT;OSR1;PAX2;PAX8;PBX1;PDGFRB;PGF;PKD1;PKD2;PTCH1;SALL1;SHH;SIX1;SIX2;SMAD4;SMO;SOX8;SOX9;TACSTD2;TCF21;WNK4;WNT1;WNT11;WNT4;WNT6;WNT9B;WT1,67
72044,collecting duct development,AKR1B1;AQP2;BMP4;CALB1;DACT2;DLG5;NOTCH1;PAX2;PKD1;PTCH1;SHH;TFAP2B;WNT7B;WNT9B,14
72070,loop of Henle development,DLL1;HES5;IRX1;IRX3;JAG1;PKD1;PKD2;POU3F3;UMOD;WNT7B,10
72073,kidney epithelium development,ACAT1;ADAMTS16;AHI1;AQP11;ARG2;ASXL1;BASP1;BCL2;BDNF;BMP2;BMP4;BMP7;BMPER;CALB1;CAT;CD34;CER1;CITED1;CRLF1;CTNNB1;CTNNBIP1;CXCR2;DCHS1;DLG1;DLL1;EFNB2;EPCAM;EPHA4;EPHA7;EYA1;FAT4;FGF1;FGF2;FGF8;FGFR1;FGFR2;FMN1;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDF11;GDNF;GLI3;GPC3;GREB1L;GREM1;GZF1;HES1;HES5;HEYL;HNF1B;HOXA11;HOXD11;ILK;IQGAP1;IRX1;IRX3;JAG1;KANK2;KIF26B;KLF15;KLHL3;LAMA5;LAMB2;LGR4;LHX1;LZTS2;MAGI2;MEF2C;MTSS1;MYC;MYO1E;NOG;NOTCH1;NOTCH2;NPHS1;NPHS2;NPNT;OSR1;PAX2;PAX8;PBX1;PGF;PKD1;PKD2;PODXL;POU3F3;PROM1;PTCH1;PTPRO;RARA;RARB;RET;ROBO2;SALL1;SDC1;SDC4;SFRP1;SHH;SIM1;SIX1;SIX2;SLIT2;SMAD1;SMAD2;SMAD3;SMAD4;SMAD6;SMAD7;SMO;SOX8;SOX9;SPRY1;TACSTD2;TCF21;TFAP2B;UMOD;WNK4;WNT1;WNT11;WNT4;WNT6;WNT7B;WNT9B;WT1,127
72075,metanephric mesenchyme development,BASP1;BMP7;OSR1;PAX2;PDGFRB;PKD2;SHH;SIX1;SIX4;SMAD4;STAT1;TCF21;WNT4;WT1,14
72077,renal vesicle morphogenesis,BMP4;CTNNB1;FMN1;GDNF;GREM1;KIF26B;LHX1;PAX2;PAX8;SALL1;SIX2;SMO;WNT4,13
72079,nephron tubule formation,CTNNB1;GATA3;GDNF;GREM1;HES5;HNF1B;IRX1;IRX3;NOG;OSR1;PAX2;PAX8;SIX1;SOX8;SOX9;WNT6;WNT9B,17
72089,stem cell proliferation,ABCB1;AKNA;ARHGEF2;ARIH2;ARTN;ASCL1;ASPM;CD34;CTC1;DAGLA;DAGLB;DCT;DOCK7;EML1;ETV6;FGF13;FGF2;FGFR1;FGFR2;FRS2;FZD9;HHIP;ID4;KCNA1;MECOM;NDE1;NES;NEUROD4;NKAP;NUMB;NUMBL;PAFAH1B1;PLXNB2;RAB10;RACGAP1;RNF43;RUNX1;SART3;SFRP2;SHH;SIX2;SOX5;TEAD3;TRIM71;WNT1;WNT10B;WNT2B;WNT3;WNT3A;WNT5A;WNT7B;YTHDF2;ZNRF3,53
72091,regulation of stem cell proliferation,ACE;AGO3;ASPM;ATXN1L;BDNF;CCNE1;CITED1;CTNNA1;CTNNB1;CX3CL1;CX3CR1;DCT;DISC1;DMRTA2;DRD2;EIF2AK2;EPCAM;FBLN1;FERMT1;FOXG1;FZD3;GJA1;GLI3;HIF1A;HMGA2;HMGB2;HNRNPU;KAT7;KDF1;KDM1A;KITLG;LRRK2;LTBP3;N4BP2L2;NANOG;NF1;NF2;NOTCH1;NR2E1;OTP;OVOL1;OVOL2;PAX6;PDCD2;PIM1;PTN;PTPRC;SHH;SIRT6;SIX3;SMARCD3;SMO;SNAI2;SOX10;SOX11;SOX17;SOX18;TBX3;TERT;THPO;TP53;VAX1;VEGFA;VEGFC;YAP1;ZFP36L1;ZNF335,67
72111,cell proliferation involved in kidney development,BMP2;BMP4;BMP7;EGR1;GPC3;OSR1;PDGFRB;PTCH1;SHH;STAT1,10
72112,glomerular visceral epithelial cell differentiation,ASXL1;BASP1;BMP4;FOXC2;IQGAP1;JAG1;KLF15;LAMB2;MAGI2;MYO1E;NOTCH2;NPHS1;NPHS2;PODXL;PROM1;PTPRO;WT1,17
72124,regulation of glomerular mesangial cell proliferation,BMP4;BMP7;CFLAR;EGR1;IL6R;PDGFA;PDGFB;PDGFD;SERPINB7;WT1,10
72148,epithelial cell fate commitment,ACVR1;ARX;ATOH1;DLL1;JAG2;NEUROD1;NKX2-2;NOTCH1;NR2F2;NRP1;PDPN;PROX1;RARA;RBPJ,14
72163,mesonephric epithelium development,ADAMTS16;ARG2;BCL2;BDNF;BMP2;BMP4;BMP7;BMPER;CALB1;CAT;CER1;CITED1;CRLF1;CTNNB1;CTNNBIP1;DCHS1;DLG1;EPCAM;EYA1;FAT4;FGF1;FGF2;FGF8;FGFR1;FGFR2;FMN1;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDF11;GDNF;GLI3;GPC3;GREB1L;GREM1;GZF1;HES1;HNF1B;HOXA11;HOXD11;ILK;KIF26B;LAMA5;LHX1;LZTS2;MYC;NOG;NPNT;OSR1;PAX2;PAX8;PBX1;PGF;PKD1;PKD2;PTCH1;RARA;RARB;RET;ROBO2;SALL1;SDC1;SDC4;SFRP1;SHH;SIM1;SIX1;SLIT2;SMAD1;SMAD2;SMAD3;SMAD4;SMAD6;SMAD7;SOX9;SPRY1;TACSTD2;TCF21;WNT1;WNT11;WNT4;WNT6;WNT9B;WT1,86
72164,mesonephric tubule development,ADAMTS16;ARG2;BCL2;BDNF;BMP2;BMP4;BMP7;BMPER;CALB1;CAT;CER1;CITED1;CRLF1;CTNNB1;CTNNBIP1;DCHS1;DLG1;EPCAM;EYA1;FAT4;FGF1;FGF2;FGF8;FGFR1;FGFR2;FMN1;FOXC1;FOXC2;FOXD1;FOXJ1;GATA3;GDF11;GDNF;GLI3;GPC3;GREB1L;GREM1;GZF1;HES1;HNF1B;HOXA11;HOXD11;ILK;KIF26B;LAMA5;LHX1;LZTS2;MYC;NOG;NPNT;OSR1;PAX2;PAX8;PBX1;PGF;PKD1;PKD2;PTCH1;RARA;RARB;RET;ROBO2;SALL1;SDC1;SDC4;SFRP1;SHH;SIM1;SIX1;SLIT2;SMAD1;SMAD2;SMAD3;SMAD4;SMAD6;SMAD7;SOX9;SPRY1;TACSTD2;TCF21;WNT1;WNT11;WNT4;WNT6;WNT9B;WT1,86
72173,metanephric tubule morphogenesis,CXCR2;HES1;HES5;LGR4;PAX2;PAX8;PKD1;SOX8;SOX9;WNT4;WNT9B,11
72175,epithelial tube formation,ABL1;ADM;ALX1;APAF1;ARHGAP35;ARID1A;BBS4;BCL10;BMP4;BMP5;BMP7;BRD2;CASP3;CC2D2A;CELSR1;CEP290;CFL1;COBL;CTHRC1;CTNNB1;DEAF1;DLC1;DVL1;DVL2;DVL3;FGF10;FGF8;FGFR2;FOLR1;FUZ;FZD1;FZD2;FZD3;FZD6;GATA3;GDF7;GDNF;GLMN;GREM1;GRHL2;GRHL3;HAND1;HES5;HESX1;HIF1A;HNF1B;IFT122;IFT172;IFT52;IFT57;IRX1;IRX3;KAT2A;KDM2B;KDM6A;KIF20B;LHX2;LIAS;LMO4;LRP2;LRP6;LUZP1;MED12;MIB1;MKS1;MTHFD1;MTHFD1L;MTHFR;NODAL;NOG;OSR1;OVOL2;PAX2;PAX8;PFN1;PHACTR4;PLXNB2;PODXL;PRICKLE1;PRKACA;PRKACB;PROX1;PTCH1;PTK7;RALA;RARA;RARG;RET;RPS7;SALL4;SCRIB;SDC4;SEC24B;SEMA4C;SETD2;SFRP1;SFRP2;SHROOM3;SIX1;SKI;SOX11;SOX4;SOX8;SOX9;SPINT1;SPINT2;ST14;STIL;STK3;STK4;SUFU;TCAP;TCTN1;TEAD2;TGFB1;TGFB2;TMED2;TRAF6;TRIM71;TSC1;TSC2;TULP3;TWIST1;VANGL2;VASP;WNT4;WNT5A;WNT6;WNT9B;ZEB2,130
72178,nephric duct morphogenesis,AHI1;BMP4;EFNB2;EPHA4;EPHA7;GATA3;GPC3;HNF1B;LHX1;OSR1;PAX2;WNT9B,12
72182,regulation of nephron tubule epithelial cell differentiation,CTNNB1;FAT4;GATA3;LHX1;LIF;OSR1;PAX2;PAX8;PROM1;STAT1;WWTR1;YAP1,12
72189,ureter development,ALDH1A2;BMP4;EMX2;FOXF1;GATA3;LHX1;LZTS2;NFIA;NPHP3;OSR1;PAX2;RET;SIX1;SOX17;SOX8;SOX9;TBX18,17
72202,cell differentiation involved in metanephros development,BMP4;CD34;GDNF;GREM1;LAMB2;LGR4;NPHS2;OSR1;PAX2;PAX8;PDGFB;POU3F3;SALL1;SIX2;SMO;STAT1;TCF21;WNT4,18
72205,metanephric collecting duct development,AKR1B1;AQP2;BMP4;CALB1;DLG5;PAX2;PKD1;PTCH1;SHH;WNT7B,10
72207,metanephric epithelium development,ACAT1;CALB1;CXCR2;HES1;HES5;LAMB2;LGR4;NPHS2;OSR1;PAX2;PAX8;PKD1;PKD2;POU3F3;SOX8;SOX9;UMOD;WNT4;WNT7B;WNT9B;WT1,21
72210,metanephric nephron development,BMP4;CD34;FMN1;FOXD1;GDNF;GREM1;HES1;HES5;IRX1;KIF26B;LAMB2;LGR4;LHX1;NPHS2;OSR1;PAX2;PAX8;PDGFB;PDGFRA;PDGFRB;PKD1;PKD2;SALL1;SIX2;SMO;SOX8;SOX9;TCF21;TFAP2B;WNT4;WT1,31
72224,metanephric glomerulus development,CD34;LAMB2;LGR4;LHX1;NPHS2;OSR1;PDGFB;PDGFRA;PDGFRB;TCF21,10
72234,metanephric nephron tubule development,ACAT1;CALB1;HES1;HES5;LGR4;OSR1;PAX2;PAX8;PKD1;PKD2;POU3F3;SOX8;SOX9;UMOD;WNT7B,15
72273,metanephric nephron morphogenesis,BMP4;FMN1;GDNF;GREM1;HES1;HES5;KIF26B;LGR4;LHX1;PAX2;PAX8;PDGFRB;PKD1;PKD2;SALL1;SIX2;SMO;SOX8;SOX9;WNT4;WT1,21
72283,metanephric renal vesicle morphogenesis,BMP4;FMN1;GDNF;GREM1;KIF26B;LHX1;PAX2;PAX8;SALL1;SIX2;SMO,11
72321,chaperone-mediated protein transport,BAG3;CLIP3;CLU;HSPA8;PEX19;TIMM10;TIMM13;TIMM8A;TIMM8B;TIMM9;TOR1A,11
72331,signal transduction by p53 class mediator,ACER2;AEN;ARID3A;ATAD5;ATM;ATRX;AURKA;BAG6;BATF;BAX;BCL3;BOK;BRCA1;BRCA2;BTG2;CARM1;CASP2;CCNB1;CDC25C;CDIP1;CDK1;CDK2;CDKN1A;CDKN1B;CHEK2;CNOT1;CNOT10;CNOT11;CNOT2;CNOT3;CNOT4;CNOT6;CNOT6L;CNOT7;CNOT8;CRADD;DDIT4;DDX5;DYRK2;E2F1;E2F2;E2F4;E2F7;E2F8;EDA2R;EP300;FHIT;FOXM1;FOXO3;GADD45A;GML;GREM1;GTSE1;HINT1;HIPK1;HIPK2;IFI16;ING4;JMY;KAT5;MDM2;MDM4;MIF;MSH2;MUC1;MYBBP1A;MYO6;NBN;NDRG1;NUPR1;PAXIP1;PCBP4;PCNA;PDK2;PERP;PHLDA3;PIDD1;PLAGL1;PLK2;PLK3;PMAIP1;PML;POU4F1;POU4F2;PPM1D;PPP1R13B;PRMT1;PYCARD;RBL2;RGCC;RPL26;RPS27L;RPS6KA6;RRP8;SESN2;SFN;SHISA5;SIRT1;SNW1;SOX4;SP100;STK11;TFAP4;TFDP1;TFDP2;TMEM109;TNKS1BP1;TOPORS;TP53;TP53BP2;TP63;TP73;TRIAP1;USP10;USP28;WWOX;ZNF385A;ZNF385B,118
72332,intrinsic apoptotic signaling pathway by p53 class mediator,AEN;ATAD5;BAG6;BAX;BCL3;BOK;BRCA2;CDIP1;CDKN1A;CHEK2;DDIT4;DDX5;DYRK2;E2F1;E2F2;EDA2R;EP300;FHIT;HINT1;HIPK1;HIPK2;IFI16;JMY;MSH2;MYBBP1A;NUPR1;PDK2;PERP;PHLDA3;PMAIP1;PML;POU4F1;POU4F2;PPP1R13B;PYCARD;RPS27L;RRP8;SHISA5;SIRT1;SNW1;STK11;TMEM109;TOPORS;TP53;TP53BP2;TP63;TP73;USP28;WWOX;ZNF385B,50
72350,tricarboxylic acid metabolic process,ACLY;ACO1;ACO2;ASS1;CS;GLUD1;IDH1;IDH2;IDH3A;IDH3B;IDH3G;IREB2;SIRT4;SLC34A1,14
72378,"blood coagulation, fibrin clot formation",A2M;APOH;C1QBP;F10;F11;F12;F13A1;F2;F3;F7;F8;F9;FBLN1;FGA;FGB;FGG;GP1BA;GP1BB;GP5;GP9;KLKB1;KNG1;PRCP;SERPING1;TFPI;VWF,26
72384,organelle transport along microtubule,ACTR10;ACTR1A;ACTR1B;AGBL4;AP3B1;AP3B2;AP3D1;AP3M1;AP3M2;AP3S1;AP3S2;ARHGAP21;BICD1;BICD2;BLOC1S1;BLOC1S2;BLOC1S3;BLOC1S4;BLOC1S5;BLOC1S6;CDC42;CLN3;COPG1;DTNBP1;DYNC1H1;DYNC1I1;FYCO1;HAP1;HIF1A;HTT;KIF13A;KIF1A;KIF1B;KIF1C;KIF23;KIF3A;KIF3B;KIF3C;KIF5A;KIF5B;KIFAP3;LRPPRC;MAP1B;MAP1S;MAPT;MGARP;MREG;NDE1;NDEL1;OPA1;PAFAH1B1;PEX14;PRKCZ;RAB1A;RAB6A;RASGRP1;RHOT1;RHOT2;SNAPIN;SPAST;SUN1;SUN2;SYBU;SYNE2;TMEM201;TRAK1;TRAK2;TRIM46;UBB;UCHL1;UXT;WASF1,72
72393,microtubule anchoring at microtubule organizing center,BBS4;BICD1;BICD2;CCDC120;CCDC68;CEP19;DCTN1;HOOK3;KIF3A;NIN;NINL;PCM1;WRAP73,13
72395,signal transduction involved in cell cycle checkpoint,ARID3A;ATM;AURKA;BABAM1;BAX;BRCA1;BRCC3;BTG2;CARM1;CASP2;CCNB1;CDC14B;CDC25C;CDC5L;CDK1;CDK2;CDKN1A;CDKN1B;CHEK1;CHEK2;CNOT1;CNOT10;CNOT11;CNOT2;CNOT3;CNOT4;CNOT6;CNOT6L;CNOT7;CNOT8;CRADD;DTL;E2F1;E2F4;E2F7;E2F8;EP300;FZR1;GADD45A;GML;GTSE1;MDM2;MDM4;MUC1;PCBP4;PCNA;PIDD1;PLAGL1;PLK1;PLK2;PLK3;PML;PRMT1;PRPF19;RBL2;RGCC;RPL26;SFN;SOX11;SOX4;TFDP1;TFDP2;TNKS1BP1;TP53;TREX1;TRIAP1;UIMC1;ZNF385A,68
72422,signal transduction involved in DNA damage checkpoint,ARID3A;ATM;AURKA;BABAM1;BAX;BRCA1;BRCC3;BTG2;CARM1;CASP2;CCNB1;CDC14B;CDC25C;CDC5L;CDK1;CDK2;CDKN1A;CDKN1B;CHEK1;CHEK2;CNOT1;CNOT10;CNOT11;CNOT2;CNOT3;CNOT4;CNOT6;CNOT6L;CNOT7;CNOT8;CRADD;DTL;E2F1;E2F4;E2F7;E2F8;EP300;FZR1;GADD45A;GML;GTSE1;MDM2;MDM4;MUC1;PCBP4;PCNA;PIDD1;PLAGL1;PLK1;PLK2;PLK3;PML;PRMT1;PRPF19;RBL2;RGCC;RPL26;SFN;SOX4;TFDP1;TFDP2;TNKS1BP1;TP53;TREX1;TRIAP1;UIMC1;ZNF385A,67
72425,signal transduction involved in G2 DNA damage checkpoint,ATM;BABAM1;BRCA1;BRCC3;CDC14B;CHEK1;DTL;FZR1;PLK1;UIMC1,10
72431,signal transduction involved in mitotic G1 DNA damage checkpoint,ARID3A;ATM;AURKA;BAX;BTG2;CARM1;CASP2;CCNB1;CDC25C;CDK1;CDK2;CDKN1A;CDKN1B;CHEK2;CNOT1;CNOT10;CNOT11;CNOT2;CNOT3;CNOT4;CNOT6;CNOT6L;CNOT7;CNOT8;CRADD;E2F1;E2F4;E2F7;E2F8;EP300;GADD45A;GML;GTSE1;MDM2;MDM4;MUC1;PCBP4;PCNA;PIDD1;PLAGL1;PLK2;PLK3;PML;PRMT1;RBL2;RGCC;RPL26;SFN;SOX4;TFDP1;TFDP2;TNKS1BP1;TP53;TRIAP1;ZNF385A,55
72488,ammonium transmembrane transport,AQP1;RHAG;RHBG;RHCE;RHCG;RHD;SLC12A2;SLC12A4;SLC12A6;SLC12A7,10
72498,embryonic skeletal joint development,BMP4;BMP7;COL2A1;CTNNB1;EXT1;HOXA11;HOXC11;HYAL1;IHH;NOG;OSR1;OSR2;SHOX2;WNT9A,14
72520,seminiferous tubule development,AR;ATRX;BRIP1;ING2;KIF18A;RAD21L1;REC8;SMAD4;TBC1D20;UBB;WDR48,11
72522,purine-containing compound biosynthetic process,ACACA;ACACB;ACAT1;ACLY;ACOT7;ACSBG1;ACSBG2;ACSF3;ACSL1;ACSL3;ACSL4;ACSL5;ACSL6;ACSS1;ACSS2;ADA;ADAL;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY6;ADCY7;ADCY8;ADCY9;ADK;ADSL;AK1;AK2;AK3;AK4;AK5;AK9;ALDOA;AMD1;AMPD1;AMPD2;AMPD3;APRT;ATIC;CBR4;COASY;COX5B;CYC1;DCAKD;DCK;DGUOK;DLAT;DLD;DNAJC30;ELOVL1;ELOVL2;ELOVL3;ELOVL4;ELOVL5;ELOVL6;ELOVL7;FASN;GART;GCDH;GMPR;GMPR2;GMPS;GUCY1A2;GUCY2C;GUCY2D;GUCY2F;GUK1;HPRT1;HSD17B12;HSD17B8;IMPDH1;IMPDH2;LDHC;MLYCD;MPC1;MPC2;MTAP;MTHFD1;MTHFD1L;MTHFD2L;NME1;NME2;NME3;NME4;NME5;NME6;NME7;NME9;NPPA;NPPB;NPPC;NPR1;NPR2;NT5E;PAICS;PANK1;PANK2;PANK3;PANK4;PAPSS1;PAPSS2;PDHA1;PDHA2;PDHB;PDHX;PFAS;PKLR;PKM;PNP;PPAT;PPCDC;PPCS;PPT1;PPT2;PRKAG2;PRPS1;PRPS1L1;PRPS2;PRPSAP1;PRPSAP2;PRTFDC1;SCD;SCD5;SHMT1;SLC25A1;SLC25A13;SLC26A1;SLC26A2;SLC35B2;SLC35B3;STOML2;TECR;TGFB1;UQCC3;VPS9D1,138
72583,clathrin-dependent endocytosis,AP2A1;AP2A2;AP2B1;AP2M1;AP2S1;CANX;CLTA;CLTB;CLTC;DLL1;DNAJC6;FCHO1;FCHO2;FCHSD2;FNBP1L;GAK;GPR107;HIP1;INPP5F;ITGA4;ITSN1;ITSN2;KIAA1107;PICALM;PIP5K1C;SGIP1;SIGLEC1;SLC9B2;SNAP91,29
72593,reactive oxygen species metabolic process,AKT1;ALOX12;APOA4;ARG2;ATP7A;BCL2;BNIP3;CAT;CCS;CPS1;CYB5R4;CYBA;CYBB;CYP1A1;CYP1A2;CYP1B1;DDAH2;DDIT4;DRD5;DUOX1;DUOX2;DUOXA1;DUOXA2;EDN1;EGFR;EPX;FANCC;GBF1;GCH1;GCHFR;GLS2;GPX1;GPX3;GPX5;HBA1;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ;IFI6;IMMP2L;LPO;LRRK2;MAOB;MPO;MT3;NCF1;NCF2;NCF4;NDUFA13;NDUFAF2;NDUFS1;NDUFS3;NDUFS4;NNT;NOS1;NOS2;NOS3;NOX1;NOX3;NOX4;NOX5;NOXA1;NOXO1;NQO1;NRROS;P2RX7;PARK7;PAX2;PDGFB;PDK4;PLA2R1;PMAIP1;POR;PRDX1;PRDX2;PRDX3;PRDX4;PRDX5;PRDX6;PREX1;PRG3;PXDN;PXDNL;RFK;RORA;SESN1;SESN2;SFTPD;SH3PXD2A;SH3PXD2B;SLC7A2;SOD1;SOD2;SOD3;SPR;TLR2;TLR6;TPO;VAV1,104
72599,establishment of protein localization to endoplasmic reticulum,ASNA1;CHMP4A;CHMP4B;HSPA5;PMM1;PMM2;RAB10;RAB3GAP1;RAB3GAP2;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RYR2;SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62;SEC63;SGTA;SGTB;SPCS1;SPCS2;SPCS3;SRP14;SRP19;SRP54;SRP68;SRP72;SRP9;SSR3;TRAM1;TRAM1L1;TRAM2;UBA52;WRB;ZFAND2B,112
72655,establishment of protein localization to mitochondrion,AGK;AIFM1;AIP;AKT1;AP3B1;BAD;BAX;BCL2L11;BCS1L;BID;BMF;CALM3;CHCHD4;COX18;DDIT3;DNAJC15;DNAJC19;DNLZ;FBXO7;FIS1;GDAP1;GRPEL1;GRPEL2;HK1;HK2;HSP90AA1;HSPA4;HSPD1;IMMP1L;IMMP2L;MFF;MFN2;MGARP;MIPEP;MOAP1;MTERF4;NDUFA13;OXA1L;PAM16;PINK1;PITRM1;PMAIP1;PMPCA;PMPCB;ROMO1;SAMM50;TIMM10;TIMM10B;TIMM13;TIMM17A;TIMM17B;TIMM21;TIMM22;TIMM23;TIMM44;TIMM50;TIMM8B;TIMM9;TOMM20;TOMM20L;TOMM22;TOMM34;TOMM40;TOMM40L;TOMM5;TOMM7;TSPO;UQCRC2,68
72659,protein localization to plasma membrane,ABCA12;ACTN2;ADIPOQ;AKT2;AMN;ANK1;ANK2;ANK3;ANXA2;ARFRP1;ARHGAP44;ARL6;ASB3;ATP1B1;ATP1B3;ATP2C2;BAG4;BBS1;BBS2;BLZF1;BSG;C16orf70;C2CD5;CACNB2;CACNB3;CAV3;CCDC88A;CD81;CDH1;CDH2;CLASP2;CRB3;DCHS1;DENND4C;DLG1;DPP10;DPP6;EFR3A;EFR3B;EHD1;EHD2;EHD3;EHD4;EMP2;EPB41L3;EPHA2;EXOC5;EZR;F11R;FAM126A;FAM126B;FCER1G;FCHO2;FGF13;FLNA;FLOT1;FLOT2;GAK;GAS6;GCC2;GGA1;GGA2;GGA3;GOLGA4;GOLGA7;GOLPH3;GOLPH3L;GORASP1;GORASP2;GPR158;GRIP1;GRIPAP1;IFT20;IKBKB;INPP5K;ITGB1BP1;JUP;KCNB1;KCNB2;KCNIP3;KCNIP4;KIF13A;KRT18;LAMA5;LRP6;LRRC1;LRRC7;MACF1;MAP7;MPP5;MRAP;MRAP2;MYADM;MYO5A;NFASC;NKD2;NSF;NSG1;OPTN;P2RY1;PACS1;PACS2;PACSIN1;PALM;PIGW;PIP5K1A;PKP2;PKP3;PLEKHF1;PPIL2;PRAM1;PREPL;PRKCZ;PRKG2;PTCH1;RAB10;RAB11A;RAB12;RAB13;RAB15;RAB26;RAB31;RAB34;RAB3A;RAB3B;RAB3C;RAB3D;RAB40A;RAB40B;RAB40C;RAB8A;RAB8B;RAMP1;RAMP2;RAMP3;RAP1A;RAP2A;RAPGEF2;RAPGEF6;RDX;RILPL1;RILPL2;ROCK1;ROCK2;S100A10;SCN3B;SCRIB;SEC16A;SEC23A;SKAP1;SLC4A1;SLC9A3R1;SLMAP;SMURF1;SPTBN1;SPTBN4;STXBP1;SYS1;SYTL2;TESC;TMED2;TMEM150A;TMEM88;TNF;TNFRSF1A;TNIK;TSPAN14;TSPAN15;TSPAN17;TSPAN33;TSPAN5;TTC7A;TTC7B;VAMP2;VAMP3;VAMP4;VAMP5;VPS35;WDR72;WNK3;ZDHHC22;ZDHHC23;ZDHHC3;ZFYVE27,184
