"","ID","Name","Genes","Length"
"2149",6468,"TRAPP complex","TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC3L;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC9;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1",14
"2150",6469,"Set1A complex","SETD1A;OGT;HCFC1;WDR5;KDM6B;WDR82;DPY30;CXXC1;ASH2L;HCFC2",10
"2151",6470,"Set1B complex","OGT;HCFC1;WDR5;KDM6B;WDR82;BOD1L1;BOD1;DPY30;CXXC1;ASH2L;SETD1B;HCFC2",12
"2152",6472,"Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex","BCL2;BECN1;PIK3C3;PIK3R4;UVRAG",5
"2153",6473,"mitochondrial calcium uniporter complex","MICU2;MCU;MICU1;SMDT1;MCUB",5
"2154",6474,"Cubam complex","CUBN;AMN",2
"2155",6476,"erlin1/2-RNF170 complex","ERLIN1;ERLIN2;RNF170",3
"2156",6477,"ZEB2-KDM1A complex","ZEB2;KDM1A",2
"2157",6479,"Cubilin-intrinsic factor-cobalamin complex","CUBN;GIF",2
"2158",6481,"WASH complex","WASH1;KIAA0196;KIAA1033;CCDC53;FAM21C",5
"2159",6482,"CUL4B-DDB1-DTL-CSN complex","COPS2;GPS1;CUL4B;DDB1;DTL",5
"2160",6483,"CAPZalpha-CAPZbeta complex","CAPZB;CAPZA1",2
"2161",6484,"WASH-CAPZalpa/beta complex","WASH1;CAPZB;CAPZA1;KIAA0196;KIAA1033;CCDC53;FAM21C",7
"2162",6485,"HIF1alpha-VHL-ElonginB-ElonginC complex","VHL;TCEB1;TCEB2;HIF1A",4
"2163",6486,"CUL4A-DDB1-DTL complex","CUL4A;DDB1;DTL",3
"2164",6487,"CUL4B-DDB1-TLE2 complex","TLE2;CUL4B;DDB1",3
"2165",6488,"CUL4A-DDB1-EED complex","EED;CUL4A;DDB1",3
"2166",6489,"CUL4A-DDB1-WDR5 complex","WDR5;CUL4A;DDB1",3
"2167",6490,"CUL4B-DDB1-WDR26 complex","CUL4B;DDB1;WDR26",3
"2168",6491,"CUL4A-DDB1-RBBP5 complex","CUL4A;KDM6B;DDB1",3
"2169",6492,"CUL4A-DDB1-WDR5B complex","CUL4A;DDB1;WDR5B",3
"2170",6493,"CUL4A-DDB1-WDR57 complex","CUL4A;DDB1;SNRNP40",3
"2171",6494,"CUL4A-DDB1-WDR61 complex","CUL4A;DDB1;WDR61",3
"2172",6495,"CUL4B-DDB1-GRWD1 complex","CUL4B;DDB1;GRWD1",3
"2173",6496,"TOM20-TOM22-pOTC complex","OTC;TOMM20;TOMM22",3
"2174",6497,"TOM complex (TOM5, TOM6, TOM7, TOM20, TOM22, TOM40, TOM70), mitochondrial","TOMM70;TOMM40;TOMM20;TOMM5;TOMM6;TOMM22;TOMM7",7
"2175",6498,"TOM7 120K intermediate assembly complex (TOM7, TOM22, TOM40), mitochondrial","TOMM40;TOMM22;TOMM7",3
"2176",6499,"SOS1-ABI1-EPS8 complex","SOS1;EPS8;ABI1",3
"2177",6501,"SOS1-ABI1-EPS8L1 complex","SOS1;ABI1;EPS8L1",3
"2178",6502,"Estrogen receptor complex (ESR1, EP300, NCOA1)","ESR1;EP300;NCOA1",3
"2179",6503,"SOS1-ABI1-EPS8L2 complex","SOS1;ABI1;EPS8L2",3
"2180",6504,"SOS1-ABI1-EPS8L3 complex","SOS1;ABI1;EPS8L3",3
"2181",6505,"ERBB3-SPG1 complex","ERBB3;L1CAM",2
"2182",6506,"ERBB2-SPG1 complex","ERBB2;L1CAM",2
"2183",6507,"SERCA-PLN complex","ATP2A2;PLN",2
"2184",6509,"pERK-vimentin-KPNA2 complex","VIM;MAPK3;KPNA2",3
"2185",6510,"ILK-SERCA2A-PLN complex","ATP2A2;PLN;ILK",3
"2186",6512,"ILK-HSP90-CDC37 complex","HSP90AA1;ILK;CDC37",3
"2187",6513,"MAN1-SMAD2 complex","SMAD2;LEMD3",2
"2188",6514,"SLN-ATP2A1 complex","SLN;ATP2A1",2
"2189",6515,"SLN-PLN-SERCA1A complex","SLN;ATP2A1;PLN",3
"2190",6516,"SLN-PLN-SERCA2A complex","SLN;ATP2A2;PLN",3
"2191",6517,"SERCA2a-alphaKAP-CaM-CaMKII complex","ATP2A2;KPNA1;CALM1; CAL;CAMK2A",5
"2192",6518,"CEP164-TTBK2 complex","TTBK2;CEP164",2
"2193",6519,"CCDC92-CEP164 complex","CCDC92;CEP164",2
"2194",6520,"Harmonin-SANS complex","USH1G;USH1C",2
"2195",6521,"Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex","PHLPP1;USP1;AKT1;PHLPP2;WDR48;FANCD2;FANCI",7
"2196",6522,"Harmonin-CAD23 complex","CDH23;USH1C",2
"2197",6523,"Ubiquilin-VCP-erasin complex","VCP;UBXN4;UBQLN1",3
"2198",6524,"DZIP1-GLI3 complex","GLI3;DZIP1",2
"2199",6525,"SPG3A-SPG33 complex","ZFYVE27;ATL1",2
"2200",6526,"SPG10-SPG33 complex","KIF5A;ZFYVE27",2
"2201",6527,"FLRT3-LPHN3-UNC5B complex","UNC5B;ADGRL3;FLRT3",3
"2202",6528,"FLRT3-LPHN3-UNC5D complex","UNC5D;ADGRL3;FLRT3",3
"2203",6529,"FLRT3-LPHN3 complex","ADGRL3;FLRT3",2
"2204",6530,"MYO7A-PDZD7 complex","MYO7A;PDZD7",2
"2205",6531,"CEP164-DZIP1 complex","DZIP1;CEP164",2
"2206",6532,"TSC2-HERC1 complex","TSC2;HERC1",2
"2207",6533,"DZIP1-IFT88 complex","IFT88;DZIP1",2
"2208",6534,"SPG31-SPG33 omplex","ZFYVE27;REEP1",2
"2209",6536,"REEP5-SPG33 complex","REEP5;ZFYVE27",2
"2210",6538,"SPG33-VAPA complex","ZFYVE27;VAPA",2
"2211",6540,"GPX1-SBP1 complex","GPX1;SELENBP1",2
"2212",6545,"DCDC2-MAPK8IP1 complex","DCDC2;MAPK8IP1",2
"2213",6550,"CUL4B-DDB1-TLE1 complex","TLE1;CUL4A;DDB1",3
"2214",6552,"KIF5B-SPG33 complex","KIF5B;ZFYVE27",2
"2215",6553,"CUL4B-DDB1-TLE3 complex","TLE3;CUL4B;DDB1",3
"2216",6554,"KIF5C-SPG33 complex","KIF5C;ZFYVE27",2
"2217",6559,"RAB11B-SPG10-SPG33 complex","KIF5A;RAB11B;ZFYVE27",3
"2218",6561,"RAB11A-SPG33 complex","RAB11A;ZFYVE27",2
"2219",6562,"RAB11B-SPG33 complex","RAB11B;ZFYVE27",2
"2220",6563,"SPG33-SURF4 complex","SURF4;ZFYVE27",2
"2221",6565,"RTN3-SPG33 complex","RTN3;ZFYVE27",2
"2222",6566,"SPG33-VAPB complex","VAPB;ZFYVE27",2
"2223",6567,"SWELL1-containing complex","LRRC8E;LRRC8B;LRRC8D;LRRC8A;LRRC8C",5
"2224",6568,"3M core complex","OBSL1;CUL7;CCDC8",3
"2225",6569,"SPG4-SPG33 complex","ZFYVE27;SPAST",2
"2226",6571,"KCNE1-KCNH2 complex","KCNE1;KCNH2",2
"2227",6577,"3M complex","OBSL1;TP53;RBX1;CUL7;CUL9;FBXW8;CCDC8",7
"2228",6578,"KCNE2-KCNH2 complex","KCNH2;KCNE2",2
"2229",6579,"USF1-USF2 complex","USF1;USF2",2
"2230",6581,"LRRC8A-LRRC8C complex","LRRC8A;LRRC8C",2
"2231",6582,"LRRC8A-LRRC8D complex","LRRC8D;LRRC8A",2
"2232",6583,"LRRC8A-LRRC8E complex","LRRC8E;LRRC8A",2
"2233",6584,"CHRNA9-CHRNA10 complex","CHRNA10;CHRNA9",2
"2234",6585,"Intraflagellar transport complex A","TTC21B;WDR19;IFT140;IFT122;WDR35",5
"2235",6586,"VEcad-VEGFR complex","CDH5;FLT4;KDR",3
"2236",6587,"CAP-cbl-flotilin complex","FLOT1;CBL;SORBS1",3
"2237",6588,"E2F-1-DP-1 complex","E2F1;TFDP1",2
"2238",6589,"E2F-1-DP-1-cyclinA-CDK2 complex","CDK2;CCNA1;E2F1;TFDP1",4
"2239",6590,"FOXO3-CBP complex","FOXO3;CREBBP",2
"2240",6591,"Hsp90-p23 complex","HSP90AA1;PTGES3",2
"2241",6592,"c-Abl-CAS-Abi1 complex","ABL1;BCAR1;ABI1",3
"2242",6594,"CCP110-CEP290 complex","CEP290;CCP110",2
"2243",6597,"CEP290-IQCB1 complex","CEP290;IQCB1",2
"2244",6598,"CC2D2A-CEP290 complex","CEP290;CC2D2A",2
"2245",6599,"CTNND1-GLIS2 complex","CTNND1;GLIS2",2
"2246",6600,"NPHP1-PKD1 complex","NPHP1;PKD1",2
"2247",6601,"BBS1-BBS4-BBS5-PKD1-TTC8 complex","PKD1;BBS5;BBS1;TTC8;BBS4",5
"2248",6602,"AP5-SPG11-SPG15 complex","AP5Z1;AP5B1;ZFYVE26;SPG11;AP5M1;AP5S1",6
"2249",6603,"ANKRA2-CCDC8-OBSL1-CUL7 complex","OBSL1;CUL7;CCDC8;ANKRA2",4
"2250",6609,"ATL2-SPG33 complex","ZFYVE27;ATL2",2
"2251",6611,"PDZD11-nectin1 complex","NECTIN1;PDZD11",2
"2252",6612,"PDZD11-nectin3 complex","PDZD11;NECTIN3",2
"2253",6613,"ATL3-SPG33 complex","ZFYVE27;ATL3",2
"2254",6615,"SPG4-SPG12 complex","RTN2;SPAST",2
"2255",6616,"CADM1-4.1B-MPP3 complex","MPP3;CADM1;EPB41L3",3
"2256",6617,"NF2-WWC1 complex","NF2;WWC1",2
"2257",6618,"RhBG-kAE1-ankyrin-G complex","SLC4A1;ANK3;RHBG",3
"2258",6619,"MGAT1-NGT complex","MGAT1;SLC35A3",2
"2259",6621,"NEK2A-SAV1-STK3 complex","NEK2;STK3;SAV1",3
"2260",6622,"MGAT2-SLC35A3 complex","MGAT2;SLC35A3",2
"2261",6624,"MGAT4B-SLC35A3 complex","MGAT4B;SLC35A3",2
"2262",6625,"MGAT4B-SLC35A2(splice variant 1) complex","SLC35A2;MGAT4B",2
"2263",6626,"AP5 adaptor complex","AP5Z1;AP5B1;AP5M1;AP5S1",4
"2264",6629,"MAGT5-SLC35A3 complex","MGAT5;SLC35A3",2
"2265",6634,"WDR20-USP12-UAF1 complex","USP12;WDR48;WDR20",3
"2266",6635,"WDR20-USP46-UAF1 complex","USP46;WDR48;WDR20",3
"2267",6636,"USP12-UAF1 complex","USP12;WDR48",2
"2268",6637,"USP46-UAF1 complex","USP46;WDR48",2
"2269",6638,"USP1-UAF1 complex","USP1;WDR48",2
"2270",6639,"CCC-Wash (WASH1, FAM21C) complex","WASH1;CCDC22;CCDC93;C16orf62;COMMD6;COMMD7;COMMD2;COMMD1;COMMD5;COMMD4;COMMD8;COMMD9;COMMD3;FAM21C;COMMD10",15
"2271",6640,"Phosphorylase kinase complex","PHKA1;CALM1; CAL;PHKG1;PHKB",5
"2272",6641,"USP22-SAGA complex","TADA3;TAF10;ATXN7L3;TADA2B;KAT2A;TAF9B;USP22;TRRAP",8
"2273",6642,"ODC-OAZ1-CCND1 complex","ODC1;CCND1;OAZ1",3
"2274",6643,"SAGA complex, GCN5-linked","SUPT3H;TADA3;TAF5L;SUPT7L;ADA;TAF10;ATXN7L3;TAF12;TAF9;ATXN7L2;TADA2B;SUPT20H;KAT2A;SGF29;TAF9B;ATXN7L1;USP22;TRRAP;TAF6L",19
"2275",6644,"CCDC22-COMMD1-CUL2 complex","CCDC22;CUL2;COMMD1",3
"2276",6645,"CCC complex","CCDC22;CCDC93;C16orf62;COMMD6;COMMD7;COMMD2;COMMD1;COMMD5;COMMD4;COMMD8;COMMD9;COMMD3;COMMD10",13
"2277",6646,"SMAD2-SMAD4-WWTR1 complex","SMAD4;SMAD2;WWTR1",3
"2278",6647,"MED15-WWTR1 complex","MED15;WWTR1",2
"2279",6649,"SMAD3-SMAD4-WWTR1 complex","SMAD3;SMAD4;WWTR1",3
"2280",6650,"KCND3-KCNIP4 complex","KCNIP4;KCND3",2
"2281",6651,"WWTR1-YAP1 complex","YAP1;WWTR1",2
"2282",6652,"WWTR1 homodimer","WWTR1",1
"2283",6653,"EP300-KAT2B-TBX5-WWTR1 complex","EP300;KAT2B;TBX5;WWTR1",4
"2284",6654,"KCNJ11-ABCC9 complex","ABCC9;KCNJ11",2
"2285",6655,"CTNNB1-TBX5-YAP1 complex","CTNNB1;YAP1;TBX5",3
"2286",6657,"ATAC complex, GCN5-linked","TADA2A;TADA3;WDR5;DR1;ZZZ3;KAT2A;SGF29;KAT14;MBIP;YEATS2",10
"2287",6658,"CCDC22-COMMD8-CUL1 complex","CCDC22;CUL1;COMMD8",3
"2288",6659,"Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)","CCDC22;CUL3;COMMD8",3
"2289",6660,"LATS1-NPHP4 complex","NPHP4;LATS1",2
"2290",6661,"NEK8-WWTR1 complex","NEK8;WWTR1",2
"2291",6664,"STAGA complex, SPT3-linked","ATXN7;SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;ATXN7L3;TAF12;TAF9;TADA2B;SUPT20H;KAT2A;TADA1;SGF29;SAP130;ENY2;USP22;TRRAP;TAF6L",19
"2292",6665,"ATAC complex, YEATS2-linked","MAP3K7;TADA2A;TADA3;WDR5;DR1;UBAP2L;ZZZ3;KAT2A;SGF29;KAT14;POLE4;POLE3;MBIP;YEATS2",14
"2293",6668,"GLIS3-SUFU complex","GLIS3;SUFU",2
"2294",6671,"PI4K2A-WASH complex","AP3B1;NEDD4;CAPZB;DNM2;CAPZA1;CLTC;KIAA0196;KIAA1033;FKBP15;FAM21A;ARHGEF1;ARHGEF2;DOCK7;PI4K2A",14
"2295",6675,"PI4K2A-PRDX1 complex","PRDX1;PI4K2A",2
"2296",6676,"WWTR1-YWHAQ complex","YWHAQ;WWTR1",2
"2297",6680,"CTNNB1-GLIS2 complex","CTNNB1;GLIS2",2
"2298",6681,"DVL2-INVS-NPHP4-RPGRIP1L complex","DVL2;NPHP4;RPGRIP1L;INVS",4
"2299",6682,"MKS1-TMEM67 complex","TMEM67;MKS1",2
"2300",6683,"SYNE2-TMEM67 complex","TMEM67;SYNE2",2
"2301",6684,"TNFR2 signaling complex","TNF;TNFRSF1B;XPNPEP3",3
"2302",6685,"IL13RA1-TRAF3IP1 complex","IL13RA1;TRAF3IP1",2
"2303",6688,"GLIS2-TRIM32 complex","TRIM32;GLIS2",2
"2304",6689,"DTNBP1-TRIM32 complex","TRIM32;DTNBP1",2
"2305",6690,"NEDD4-PI4K2A complex","NEDD4;PI4K2A",2
"2306",6691,"CLTC-PI4K2A complex","CLTC;PI4K2A",2
"2307",6692,"PI4K2A-PLDN complex","PI4K2A;BLOC1S6",2
"2308",6693,"DVL1-PI4K2A complex","DVL1;PI4K2A",2
"2309",6695,"MKKS-BBS12 complex","BBS12;MKKS",2
"2310",6697,"ARL2-TBCD complex","ARL2;TBCD",2
"2311",6699,"KCNQ1 homotetramer","KCNQ1",1
"2312",6701,"DVL1-PIP5K1B-PI4K2A complex","DVL1;PIP5K1B;PI4K2A",3
"2313",6702,"CXCR2-NHERF1-PLC-beta-3 complex","SLC9A3R1;CXCR2;PLCB3",3
"2314",6703,"TBCD-tubulin(alpha)-tubulin(beta) complex","TUBB;TUBA1A;TBCD",3
"2315",6704,"KCNQ1-KCNE2 complex","KCNQ1;KCNE2",2
"2316",6705,"KCNQ1-KCNE3 complex","KCNQ1;KCNE3",2
"2317",6706,"CAPN1-HSP90AB1 complex","CAPN1;HSP90AB1",2
"2318",6707,"PIP5K1B-PI4K2A complex","PIP5K1B;PI4K2A",2
"2319",6708,"KCNQ1-KCNE4 complex","KCNQ1;KCNE4",2
"2320",6709,"KCNQ1-KCNE5 complex","KCNQ1;KCNE5",2
"2321",6710,"Calpain 1","CAPNS1;CAPN1",2
"2322",6712,"KCNQ2-KCNQ3 complex","KCNQ3;KCNQ2",2
"2323",6713,"TBCD-ARL2-tubulin(beta) complex","TUBB;ARL2;TBCD",3
"2324",6714,"TBCE-TBCB-tubulin(alpha) complex","TBCE;TUBA1A;TBCB",3
"2325",6715,"TBCD-ARL2-tubulin(beta)-TBCE complex","TUBB;ARL2;TBCE;TBCD",4
"2326",6716,"DLG5-MST1-MST2 complex","STK4;STK3;DLG5",3
"2327",6717,"KCNQ3-KCNQ5 complex","KCNQ3;KCNQ5",2
"2328",6718,"CALM1-KCNQ4(splice variant 1) complex","KCNQ4;CALM1; CAL",3
"2329",6720,"FILIP1-FLNA complex","FLNA;FILIP1",2
"2330",6722,"FILIP1-RhoD complex","RHOD;FILIP1",2
"2331",6724,"WHAMM-RhoD complex","RHOD;WHAMM",2
"2332",6725,"ARP3-WHAMM complex","ACTR3;WHAMM",2
"2333",6726,"GRASP1-GRIP1 complex","GRIPAP1;GRIP1",2
"2334",6728,"9-1-1-RHINO complex","RAD1;HUS1;RAD9A;RHNO1",4
"2335",6729,"IQGAP1-CXCR2 complex","CXCR2;IQGAP1",2
"2336",6730,"14-3-3 gamma-CXCR2 complex, unstimulated","CXCR2;YWHAG",2
"2337",6731,"VASP-CXCR2 complex, CXCL8 stimulated","CXCR2;VASP",2
"2338",6732,"RHINO-TopBP1 complex","TOPBP1;RHNO1",2
"2339",6733,"9b-1-1 complex","RAD1;HUS1;RAD9B",3
"2340",6734,"9b-1b-1 complex","RAD1;RAD9B;HUS1B",3
"2341",6735,"SIGMAR1-KCNH2 complex","KCNH2;SIGMAR1",2
"2342",6736,"PRAME-Cullin2 ubiquitin ligase complex","PRAME;CUL2",2
"2343",6737,"H2A-H2B-TDIF2-PCNA complex","PCNA;HIST2H2AC;HIST2H2BE;DNTTIP2",4
"2344",6738,"PRAME-ElonginBC ubiquitin ligase","PRAME;TCEB1;TCEB2",3
"2345",6740,"AURKA-INPP5E complex","AURKA;INPP5E",2
"2346",6741,"INPP5E-PDE6D-RPGR complex","PDE6D;RPGR;INPP5E",3
"2347",6742,"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex","EIF4A3;MAGOH;SMG1;UPF3B;UPF2;RBM8A",6
"2348",6743,"AHI1-NPHP1 heterodimer","NPHP1;AHI1",2
"2349",6744,"AHI1-HAP1 complex","HAP1;AHI1",2
"2350",6747,"AQP1 homotetramer","AQP1",1
"2351",6748,"KCNMA1-LRRC26 complex","KCNMA1;LRRC26",2
"2352",6750,"AHI1-NPHP1 heterotetramer","NPHP1;AHI1",2
"2353",6753,"SOG complex","SEC13;NPRL3;SZT2;WDR59;NPRL2;SEH1L;WDR24;MIOS",8
"2354",6754,"KICSTOR complex","SZT2;ITFG2;C12orf66;KPTN",4
"2355",6756,"RasGAP-AURKB-survivin complex","BIRC5;RASA1;AURKB",3
"2356",6758,"IL10 receptor","IL10RB;IL10RA",2
"2357",6765,"CCR4-NOT complex","CNOT1;CNOT3;RQCD1;CNOT6L;CNOT10;CNOT2;CNOT7;CNOT11;CNOT6",9
"2358",6768,"TBX20-TBX18 repressor complex","TBX18;TBX20",2
"2359",6769,"TBX20-TLE1 repressor complex","TLE1;TBX20",2
"2360",6770,"TBX20-TLE3 repressor complex","TLE3;TBX20",2
"2361",6771,"TBX20-HDAC2 repressor complex","HDAC2;TBX20",2
"2362",6777,"SCRIB-NOS1AP-VANGL1 complex","NOS1AP;SCRIB;VANGL1",3
"2363",6778,"SCRIB-GIT1-ARHGEF7-PAK1 complex","PAK1;ARHGEF7;SCRIB;GIT1",4
"2364",6779,"SCRIB-GIT1-ARHGEF7-PAK1 complex","PAK1;ARHGEF7;SCRIB;GIT1",4
"2365",6780,"RAD6A-KCMF1-UBR4 complex","UBE2A;UBR4;KCMF1",3
"2366",6782,"mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)","VDAC1;PPIF;SPG7",3
"2367",6783,"CLIC5A-EZR-PODXL complex","PODXL;EZR;CLIC5",3
"2368",6784,"SCHIP1-EZR-NHERF2 complex","EZR;SLC9A3R2;SCHIP1",3
"2369",6787,"NHE3-NHERF2-ACTN4, Ca(2+) induced","ACTN4;SLC9A3;SLC9A3R2",3
"2370",6788,"SLC9A3R1-ACTN4 complex","SLC9A3R1;ACTN4",2
"2371",6789,"PTEN-NHERF1-EGFR complex","SLC9A3R1;EGFR;PTEN",3
"2372",6790,"NHERF1-PRKCZ complex","SLC9A3R1;PRKCZ",2
"2373",6791,"NHERF1-NPT2A-EZR complex","SLC9A3R1;EZR;SLC34A1",3
"2374",6793,"PDZK1-NHERF1-EZR complex","SLC9A3R1;EZR;PDZK1",3
"2375",6794,"LPAR2-TRIP6-NHERF2 complex, LPA stimulated","SLC9A3R2;TRIP6;LPAR2",3
"2376",6795,"LPAR2-SIVA1 complex","SIVA1;LPAR2",2
"2377",6796,"SIVA1-S1PR4 complex","SIVA1;S1PR4",2
"2378",6797,"LPAR2-SIVA1 complex","SIVA1;LPAR2",2
"2379",6798,"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced","MET;ITGB4;S1PR1",3
"2380",6799,"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex","PRKCA;S1PR1;MAPK3;MAPK1;KDR",5
"2381",6800,"VEGFR2-S1PR2-ERK1/2-PKC-alpha complex","S1PR2;PRKCA;MAPK3;MAPK1;KDR",5
"2382",6801,"VEGFR2-S1PR3-ERK1/2-PKC-alpha complex","PRKCA;MAPK3;MAPK1;KDR;S1PR3",5
"2383",6802,"VEGFR2-S1PR5-ERK1/2-PKC-alpha complex","PRKCA;MAPK3;MAPK1;KDR;S1PR5",5
"2384",6805,"S1PR1\u2013beta-arrestin 2 complex, ApoM(+)HDL-S1P stimulated","S1PR1;ARRB2",2
"2385",6806,"IGF1R-CXCR4-GNAI2-GNB1 complex","GNAI2;IGF1R;CXCR4;GNB1",4
"2386",6807,"ADRA1A-CXCR4 complex","ADRA1A;CXCR4",2
"2387",6808,"ADRB1-CXCR4 complex","ADRB1;CXCR4",2
"2388",6815,"DRD4-KLHL12-CUL3 complex","DRD4;CUL3;KLHL12",3
"2389",6816,"ULK1-ATG13-ATG14-PIK3C3 complex","ATG13;ULK1;ATG14;PIK3C3",4
"2390",6817,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)","RBX1;SKP1;CUL1;FBXO18",4
"2391",6819,"APOL1 complex A (APOL1, APOA1, HPR, C3)","APOL1;HPR;C3;APOA1",4
"2392",6820,"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)","APOL1;HPR;IGHM;APOA1;FN1",5
"2393",6821,"TTR-RBP complex","RBP4;TTR",2
"2394",6822,"ZAG-PIP complex","PIP;AZGP1",2
"2395",6823,"CP\u2013LF\u2013MPO complex","CP;LTF;MPO",3
"2396",6824,"CP-LF complex","CP;LTF",2
"2397",6825,"CP-MPO complex","CP;MPO",2
"2398",6826,"Calprotectin heterotetramer","S100A8;S100A9",2
"2399",6827,"iNOS-S100A8/A9 complex","S100A8;S100A9;NOS2",3
"2400",6828,"FGF21-FGFR1c-KLB complex","FGFR1;KLB;FGF21",3
"2401",6832,"FGF19-FGFR4-KLB complex, heparin induced","FGF19;FGFR4;KLB",3
"2402",6833,"FGFR4-KLB complex","FGFR4;KLB",2
"2403",6834,"FGF21-FGFR1c-KLB complex","FGFR1;KLB;FGF21",3
"2404",6835,"FGF21-FGFR4-KLB complex","FGFR4;KLB;FGF21",3
"2405",6836,"FGFR1c-KLB complex","FGFR1;KLB",2
"2406",6837,"FGFR4-KLB complex","FGFR4;KLB",2
"2407",6838,"IGF2BP1 complex","SYNCRIP;STAU1;RPL26;RPS6;YBX1;HNRNPU;DHX9;ELAVL1;IGF2BP1",9
"2408",6842,"EphA1 receptor signaling complex","LCK;EPHA1;PIK3R1;PTK2B",4
"2409",6844,"NIF-1-DBC1-EMSY complex","EMSY;CCAR2;ZNF335",3
"2410",6845,"NIF1-ASH2L-RBBP5-WDR5 complex","WDR5;KDM6B;ZNF335;ASH2L",4
"2411",6846,"DBC1-SIRT1 complex","CCAR2;SIRT1",2
"2412",6847,"DBIRD complex","ZNF326;CCAR2",2
"2413",6848,"IRF2BP2-IRF2BP1-IRF2BPL complex","IRF2BP2;IRF2BP1;IRF2BPL",3
"2414",6849,"WRAD  complex (WDR5, RBBP5, ASH2L, DPY30)","WDR5;KDM6B;DPY30;ASH2L",4
"2415",6850,"WRA complex (WDR5, RBBP5, ASH2L)","WDR5;KDM6B;ASH2L",3
"2416",6851,"MWRAD complex (MLL1, WDR5, RBBP5, ASH2L, DPY30)","WDR5;KMT2A;KDM6B;DPY30;ASH2L",5
"2417",6852,"COPRS-PRMT5-RUNX1-CBFB complex","PRMT5;RUNX1;CBFB;COPRS",4
"2418",6853,"COPRS-PRMT5 complex","PRMT5;COPRS",2
"2419",6854,"5FMC (Friends of Methylated Chtop) complex","PELP1;WDR18;SENP3;TEX10;LAS1L",5
"2420",6855,"LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex","NOL9;PELP1;WDR18;SENP3;TEX10;LAS1L",6
"2421",6856,"PeBoW complex","PES1;BOP1;WDR12",3
"2422",6857,"PELP1-TEX10-WDR18 complex","PELP1;WDR18;TEX10",3
"2423",6858,"CHTOP-methylosome complex","PRMT5;ERH;PRMT1;WDR77;CHTOP",5
"2424",6859,"HRD1 complex","ERLIN2;HSPA5;HSP90B1;BSG;OS9;SYVN1;FAF2;ERLEC1;DERL2;FAM8A1;SEL1L;UBE2J1;AUP1",13
"2425",6860,"E6AP-HERC2-MAPK6-NEURL4 complex","HERC2;UBE3A;MAPK6;NEURL4",4
"2426",6861,"MMAA-MUT complex","MUT;MMAA",2
"2427",6862,"Bag6-Ubl4A-Trc35 Complex","UBL4A;BAG6;GET4",3
"2428",6863,"CBX3-EHMT2-NR3C1 complex","NR3C1;CBX3;EHMT2",3
"2429",6864,"CBX3-EHMT1-NR3C1 complex","NR3C1;CBX3;EHMT1",3
"2430",6866,"AMFR-ERLIN2-TMUB1 complex","ERLIN2;TMUB1;AMFR",3
"2431",6871,"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced","INSIG1;TMEM173;AMFR",3
"2432",6873,"BAG6-AMFR-FAF2 complex","BAG6;FAF2;AMFR",3
"2433",6875,"CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase","RBX1;CUL4A;DDB1;CRBN",4
"2434",6881,"EXT1-EXT2 complex","EXT1;EXT2",2
"2435",6884,"Fanconi anemia FAAP100 complex","FANCG;FANCA;FANCC;FAAP100;FANCM;FANCB;FAAP24;FANCE;FANCF;FANCL",10
"2436",6885,"L-B-P100 subcomplex","FAAP100;FANCB;FANCL",3
"2437",6886,"AUP1-OS9-SEL1L-UBC6e-UBXD8 complex","OS9;FAF2;SEL1L;UBE2J1;AUP1",5
"2438",6888,"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex","AXIN1;LAMTOR5;ATP6V1B2;ATP6V0C;ATP6V1A;PRKAG1;ATP6V0D1;LAMTOR4;PRKAA1;STK11;LAMTOR1;LAMTOR3;LAMTOR2;PRKAB1",14
"2439",6889,"TSC complex","TSC2;TSC1;TBC1D7",3
"2440",6890,"Phosphatidylinositol 4-kinase complex","PI4KA;TTC7B;GSPT2;FAM126A",4
"2441",6891,"HUSH complex","PPHLN1;MPHOSPH8;FAM208A",3
"2442",6893,"Gamma-tubulin complex","TUBG1;TUBGCP3;TUBGCP6;TUBGCP5;TUBGCP2;TUBGCP4",6
"2443",6895,"MMXD complex","CIAO1;SLC25A5;ERCC2;MMS19;FAM96B",5
"2444",6896,"MMS19 complex","CIAO1;MMS19;NARFL;FAM96B",4
"2445",6897,"CIA2B-CIA1-MMS19 complex","CIAO1;MMS19;FAM96B",3
